lemmatized,Sentiment
829,phone heat randomly feel unsafe use phone ph blast newsit s mind wrong happen use phone hand feel wrong vibe don t want use phone anymore want return phone,0
830,koi bhi bhai mt lena es phone ko battery backup bilkul bekar h charge krne ke baad batter apne aap kam hoti rehti h bina use kiye aapko koi help nhi milegi amazon ki traf se agr aapko ye psnd nhi h amazon bs keh deti h ki oneplus ke customer care jao camera quality bhi normal h jitna btaya gya tha hisab se well nhi h,2
831,buy day sale month find issue run good give flagship experience oxygen os color os great combination pure android experience boatware customization available set security gesture level t range,2
832,uhhhh color os ruin premiuness auto record feature theown away bbk electronic mobile oneplus series security like knox thinkshield waste money wireless charger give display size average have 120 hz consider price range s ok,0
833,nice camer good display ll give 1 star irritate issue battery drain fast day 5 time recharge,1
834,face issue slow motion video good shaky flash light record slow mo video pathetic quality want ask nord 2 defect defect piece receive,0
835,bad product gets heat soon battery gets discharge soon option disconnect user conference need disconnect complete not know recorded save worth money,1
836,huge disappointment product refurbish charger doesn t suit mobile charger suppose 65 w receive 30 w charger dnt understand amazon kind activity send refurbish product genuine customer matter come know charge mobile,1
837,write review day use main thing device give premium look feel give justice price view good device range read review buy feel wrong heating problem heat require battery power stand take lot device talk performance great want premium phone medium rate,2
838,dream buy plus mbl frm 3 yr finally order ws happy 1 week cn issue battery 0 100 7 min drain 3 4 hur bad experience check technical team say battery issue thr question issue thr y u guy sell dis mobile getting irritate mobile hang time totally bad experience battery life photo come amazing 100 100 request return s 8 day come main want share mobile screen al bot work properly dear buyer kindly don t buy mobile feel like use mbl totally bad experience,1
839,software 9 10 buttery smooth software minor bug like screen remain blank difficult end oneplus fix updesign 9 10 simple sleek design matt finish pleasing eye attract smudge battery life 9 10 fast charge feature not 5 min emergency charge save day camera 9 10 low light camera feature absolutely point beat s big brother 9 provalue money 9 10 perfect price range wasn t hope device price range loot oneplus 9 series,2
840,plus 7 look upgrade 100 plus feel s good phone lil bug guess ll fix update camera 32 mp plus 7 16 mp well low light result average feel good premium decent phone 30 k,2
841,amazing phone initially confused pick phone poco gt great choice price range finally decide plus experience week experience phone smooth oxygen os fast charging super amazing phone battery good 20 30 percentage left end day happy area bit disappointed blue colour opt grey instead personal opinion overall happy purchase,2
842,camera good indoor lowlight photography outdoor photography display well build quality good sound quality fast charging take 30 min max battery processor fingerprint reader work well wire headphone support need type c 3 5 mm jack convertor,2
843,buy plus nord 2 day day use thing notice 1 dimensity 1200 processor fast performance phone super smooth 2 90 hz display fabulous 3 charging fast phone heat bit charge 4 camera good normal use 5 loud speaker 6 gaming problem high setting conclusion consider price pay discount exchange 25 k powerful phone price point hope review helpful thank,2
844,month use notice 1 technical software bug able perform functionality basic inbuilt application 2 unable edit number calculator s basis requirement 3 unable conference call try conference get discount automatically 4 heating issue use basic additional application 5 log ticket plus nord support team mention resolve os update m affraid hear blast case 6 support team mention remote access try resolve heating issue m hope sort 7 return policy expire return product,2
845,camera amazing need improvement 65 watt charger good tainsion,2
846,mobile 1 month 12 gb 256 gb variant battery backup good heavy app game like pubg battleground come slight heating issue charge amole display awesome bluetooth connectivity good ai camera mark add unnecessary blur noise normal photo mode compare portrait mode processor fast efficient glitch lag observed stereo speaker perform good feel headphone jack provide overall nice mobile live expectation oneplus brand,2
847,battery drain fast charge 100 percent heavy user battery drain fast solution people use 2 3 day battery problem resolve face issue battery drain fast charge 100 percent heavy user battery drain fast solution people use 2 3 day battery problem resolve face issue apart battery life good camera good 65 warp charger make ur mobile charge 0 100 percent 35 minute processor bery good,2
848,customer clear color gray tint blue light shade pigeon gray charcoal dark picture show correct color need add word phone review run great feel good hand like fact app google oneplus require permission time setup device use not privacy issue,2
849,1 iphone 6 year find security system phone oneplus nord 2 5 g good break security 2 min phone ask permission manage phone call photo gallery location time open camera time don t understand connection phone call camera open camera time ask access manage phone call privacy policy datum send china 2 complaint processor work 3 32 mp camera waste money need improve lot overall recommend phone,2
850,1 phone regret pro 1 colour design consider price segment 2 super dart chargingcon 1 battery drain fast 2 poor face unlock 3 poor ui 4 app clone work whatsapp fb insta win t work app stock app 5 u t download image vdo s gallery whatsapp 6 u second person win t appear screen u 7 high sar value compare competitor 8 camera quality adequatethese preliminary observation irritate use,1
851,s perfect daily usage heat initial setup work like butter camera pretty good position upto mark oneplus nord feel perfect successor field like display camera speaker battery life charge speed etc totally satisfied overall performance you rounder price range price good performance lack camera have good display lack performanceso good phone price segmentit future proof support 9 5 g band like support 2 5 g band,2
852,battery drain fast charge quicksound loud treble bass sound goodsound high low set not right volumecamera expectedno value money,1
853,handset simply awesome plus offer ear bud mobile truly complementary look cool camera quality awesome quick charge long last battery smooth operation make loving smartphone,2
854,bad battery win t day charging day large charge brick hard carry aroundpro s fast charge warm bath phone sufficiently charge s impress phone,2
855,experience selfie camera badlack frequent update,1
856,google dialer point phone nahi hona chahiye kisi bhi phone sirf 15 din use karke olx par sell kar diya maine isko sirf aur sirf google dialer ki wajah se google bahut bada point hai sabhi phone ke liye,1
857,day honest reviewdisplay 10 10 performance 9 10 camera selfie 6 10 camera rear 7 10 haptic response 10 10 battery 8 10 look 9 10 note plan buy grey sierra colour camera upto mark remember word thank,1
858,oneplus 6 t device brother issue oneplus device slow mo video quality blink slow mo little darkness store light store s easily flicker little darkness good,1
859,bad oneplus nord original term battery life s bad need fix asap software update 90 hz thing want settle microphone speaker good call perfectly issue performance wise s well original nord,1
860,keep regular thing let straight come issue lot software crash frequently s annoying phone discharge fast compare specification bad thing display doesn t work properly fingerprint sensor doesn t work fast,0
861,satisfied product iphone think try plus time feel difference iphone andriod beat iphone experience plus battery poor need charge twice day good traveller gamer camera 32 megapixel like normal phone rear camera awesome click good picture 100 phone charge 30 45 minute ve news phone blat scary suggest spend 30 k phone experience 15 20 k phone need spend,2
862,initially battery life pathetic couple update s ok fast charge time exciting overall good experience ask worth 30 k definitely interesting special 30 k,2
863,product good far hassle way deliver crazy exchange demand don t factory reset phone till verify amazon app run phone exchange old version phone amazon app work update phone till delivery person come house chance datum leakage high lot wastage time factory reset data deletion accept exchange 1 2 hour waste app not work god help,2
864,s review month usage firstly like s glass look premium feel nd attractive come performance s smooth day day normal usage didn t notice lag stutter app crash m gamer test zone take good daylight night pics 8 mp nd 2 mp crap use test video battery backup decent nd fast charging awesome overall gamer normal day day user fit u want clean ui smooth performance,2
865,write review usage 2 week experience rating change mid long term usage overall product good worth buy amazon deliver time tampered proof packaging find voice sound quality phone good overall touch screen fingure sensor response upto mark price tag camera photo quality well con complaint battery life bettercon sd card supportcon 3 5 audio jack manage put cport 3 5 jack convertor burdon poket oneplus provide standard port overall rating 4 5,2
866,redmi note far far well quality camera bad camera like 2 mp feel special processor battery feature unnecessary high price complete wastage money,0
867,complain display s bright 800 nit sadly s 600 peak 120 hz price nice cam soft need software improvement,1
868,week iam give review 1 st iam plus mobile 1 st time shift io operate sytem phone superb week pro con prostouch fine n perfect camera fine n backnework internet connectivity good perfect finish lookwise con phone heating problem irritate company fix issue come software update possible good phone proce u want buy phone u value money heating issue iam give 4 star give 5 5,2
869,pro s week phone battery life amazing 5 star touch fast charge good wifi call n bcoz don t miss important call home bad coverage wifi calling definitely life easy con camera quality well pay 35 k oneplus phone camera quality isn t great expect overall phone perfectly fine worth buy,2
870,honost review read get mobile give 5 star thenafter need edit 1 star 1 month use start lag t watch video t play pubg iam type slowly clear ram ok 5 minute start lag don t know waste hard work 30 k money oneplus consider arrange exchange return refund 1200 dimencity processor 8 gb ram use lag watch youtube 4 gb ram asus old mobile work 100 time well solution,0
871,s overall beast sexy hand feel awesome pic vid capture super fast 30 min 0 100 charge line hardware unmatched price unbeatable performance phone 40 k shop second thought trust thank,2
872,s dream use oneplus unsatisfied heartbroken product phone heating issue change time door noon phone get havey hearte time s get switch big fall phone low security system day friend mistakenly fingertip sensar phone get open get open s happen time bad security system mail 7 day oneplus india team write issue response receive hope amazon team oneplus team action,0
873,thing perfect phone expect battery life battery life expect 4500 mah battery regularly chat surf screen hardly 4 5 hour mean charge twice day atleat leaving sleep hour 3 time day oneplus think battery life mi samsung little half price give 2 day usage 65 w warp charge 25 min 0 100 s give 5 star fix battery drain fast issue update,1
874,short work suppose describe manufacturer amazon truely cheat customer safeguard return policy tell amazon provide return user feel quality satisfaction mark inste say get s write inside product specification think customer dumb order spec wonder didn t realise fact real experience come feel hand eff,0
875,mobile getting overheat play game like battleground mobile india temperature go upto 43 c continue play heat annoying attach screenshot temperature rise update software heat didn t reduce gamer model snapdragon processor configuration overheat battery drain easily,1
876,don t know post issue phone work fine awesome heating issue gaming issue work professional don t time game general usage s good regret try restart phone day close background app use overcharge phone charge battery go 30 charge electronic gadget phone accordingly work fine don t issue phone purchase amazon thank amazon make easy justify,2
877,experience phone hear plus phone get hot hang thing 15 day phone start hang play game 50 brightness play game phone hot 15 minute 42 degree afraid foot miss audio jake lot,0
878,got to damn impressed phone good battery life good t bother man take approximately 32 minute charge 1 100 fast like read newspaper bath eat food come s charge fast camera good th thing like smoothness use mobile like smooth good use storage plus point got to good phone guy girl buy enjoy,2
879,phone bring month oct 21 m satisfy phone phone bcoz site play game s get hang suddenly stop work camera quality proper click photo get zoom getting fade normal phone early have redmi note 5 pro exllecent phone term camera work accessibility price etc plz don t buy phone s waste money seriously ask replacement refund customer service entertain issue buy oneplus give high customer satisfaction,0
880,plus phone excited buy excitement hadn t long phone heating lot batter drain make call call drop didn t expect plus sell phone like test quality phone thing like oxygen os smooth speaker display camera average don t recommend device purchase samsung motorola instead buy chinese product amazon test quality product sell website,2
881,amazing look excellent display camera special mechanical slider button ringer vibration silent delightful feature drawback audio jack 3 5 mm screen guard pack rest good,2
882,camera bad camera experience stop work sudden got stick middle pathetic expect type camera experience mobile phone get heat feel,0
883,design 8 10 solid build plastic farme hand feel 9 10 camera 7 10 selfie camera need improvement battery 09 10 8 hrs screen time normal user charge 10 10 sound 07 10 loud quality average performance 9 10 fast normal user software 8 10 notice bug display 8 10 good normal user network reception 10 10 7 5 g band wifi 6 4 g good quality haptic 09 10 happy product,2
884,phone good battery drain fast average product oneplus,1
885,product bahut hi kharab hai company mujhe refund karen aur product le jaaiye mujhe social medium ka sahara lena padega,1
886,lot wait evaluate finally get phone perfect spec price price like flagship performance equal well awesome camera pic good design build get net 19 k exchange credit card discount definitely worth,2
887,straight point 1 build quality good 2 look stylish 3 display awesome 90 hz refresh rate 4 processor work great 12 gb ram 5 gaming savy guy sure smooth phone 6 camera rock rear 48 mp ois click awesome photo descent 32 mp 7 plus nord 2 great price range,2
888,sleek look phone hand unlike phone reasonably price express charging good battery performance office application performance optimum especially outlook team slight lag try open notification,1
889,amazing phone camera good storage good excellent phone buy rewrite review successful usage 53 day phone perfect charge superb fast drain fast know tip trick save battery good hanging issue,2
890,battery life value money clean os zero bloatware smartphone different brand ui s fill bloatware t well phone price range performance s point have don t clean ui worth penny hope people find useful,2
891,good midrange oneplus smartphone till date phone 2 week thing love device 1 flagship camera sony sensor 2 performance great processor ai integrate 3 brilliant connectivity wifi 6 storage 3 1 7 5 g band 4 design build qualitythe battery bad day easily charge device 0 100 33 minute s impressive overall great purchase recommend people look oneplus midrange smartphone great camera performace design,2
892,phone look premium glossy finish come tpu case normal temper glass display aswell camera look good speaker loud flash light external memory card slot impression s good 30 k segment option like nfc 5 g good camera sensor good mid range phone,2
893,properly optimise os glitch plus don t ruin market launch sub standard device auto restart lay app auto crash well device price range,0
894,model issue screen freezing start face issue week day new phone think twice order product wait till stable update oneplus,1
895,s awesome phone mind blow product segment s look premium hand feel awesome definitely go budget 30 k camera quality good high level important thing phone oxygen os plus branding 65 w charger monster take 33 min complete charge definitely call flagship phone thing think well instead dimensity snapdragon buy regret decision,2
896,oneplus far good phone android speed user interface entire look feel phone amazing heat hang phone repeat oneplus 6 3 year move nord 2 amazing phone budget,2
897,pro 1 charge fast day 2 handle high end game application easily 3 rear camera good 4 screen quality ok 5 build quality good like leather finishcon 1 camera worst 2 90 hz screen well 3 mobile getting stick play video youtube time audio fluctuate listen music browse youtube 4 os little buggy 5 hdr available prime netflix 6,2
898,ok doesn t feel like oneplus s like oppo phone oneplus sticker t record call u manually turn send warning person phone record,1
899,hi thr s review 15 day use light user mean don t use mobile heavy want phone feel good hold look premium good screen quality good battery camera s mobile get need charge speed awesome usage n half day usage easy give 6 7 hour screen time highly recommend mobile thumb plus,2
900,post review reqrous use handset camera stunning battery backup commendable display fingerprint screen smoothness awasome try search negative thing phone find single purchase single doubt thank plus release phone,1
901,camera comparatively good smooth experience need usual feature like video change play speed directly open link whatsapp browser youtube select copy paste link browser hope little thing fix future update drawback battery life drain fast compare vivo v 20 s,2
902,open camera auto close battery good love camera buy ordinary camera great plus touch need process suddenly close make auto restart day tally fcuke mobile bad sad help buy prime day suggest,2
903,live bomb scared use refund people see blast fast nicebut camera total artificial image beautify look nice not expect real clarity camera sensor nice pixel purane onplus jaise clean photo nahi aate,2
904,ok let s talk camera quality oneplus nord 2 camera awesome abhi ruko use 50 mp camera click picture need wait 5 minute camera automatically turn able use camera againe 5 minute sure month ll share reviewthank,2
905,recieve product 27 th july s 3 day astonishing feature charge take 40 min charge battery 10 smooth interface doesn t hang good graphic look like plus 9 r model look well previous nord version con absence 3 5 mm jack good,2
906,perfect wide angle camera pic desaturate cost emi myth give extra discount charge 1 3333 interest great phone buy exchange offer phone water resistant plus,2
907,pro 1 slim good hand feelback camera good 2 oxygen os color os combination nice cool feature use camera app 3 super fast charging con worsssssssssstttttt camera 0 5 10 bad camera,2
908,discription require oneplus 10 10 nord 2 primium build qualityprimium lookoptimum performancebest classmaintaine 1 standardtruly satisfied oneplus rating 5,1
909,post review phone 15 day phone heat alot camera app play game hear couple news nord 2 s explosion scary camera quality good image sharp lot softness photo battery backup good upto 5 6 hrs charge speed fast battery doesn t long disappointed phone price range,1
910,far dislikepros 1 camera excellent 2 battery overall ok 7 hour avg heavy gamer 3 charge 30 min 4 display excellent 5 touch responsive good haptic feedback 6 sound loud clearcon 1 fingerprint avg 3 5 time work 2 heating 3 low light camera struggle 4 low tint effect view,2
911,get exchange 4 year old moto 26 k camera work great picture absolutely breathtaking performance smooth give charge 15 min day charge battery pretty great happy purchase thank plus seller product amazon rarely disappoint,2
912,battery heating issue phoneand problem,0
913,camera good especially display finger print sensor good slow 4500 mah battery take 30 min reach 100 0 sound quality loudness incomparable mobile phone display quality amazing,2
914,5 month m device camera impressive add feature don t play game dimensity 1200 pretty good activity battery good medium user last day heavy user give nice backup charge time 30 minute display nice amole panel switch 120 hz 90 hz feel difference switch old device feel smooth haptic impressive problem face white light flash turn automatically switch camera,2
915,second plus device buy nord nord 2 nord 2 stand phone feature good like night mode camera screen display touch screen performance problem sound base loud sound play video music feel sound vibration hand add nord 1 speaker nord 2 issue review aj,1
916,camera good camera well,1
917,good device charge 33 min feel battery backup isn t great s good feel well 90 hz display good camera poor camera phone 20 k price well camera bad selfie cam heating issue normal usage problem face u buy worry smooth f clean ui u contact u doubt edit 40 day usage problem device get screen time 7 hour 30 min go attach screenshot,1
918,pro 1 good class camera well plus 8 s 2 flagship processor 3 fingerprint damn fast 4 feel premium 5 charge half hour 65 watt 6 battery give 6 30 7 hour screentime 90 hz pretty sickcon con ui improvement need camera app,2
919,pro 1 comfortable 1 day battery maximum phone usage 2 good display 90 hz nice color reproduction 3 good haptic quality switch 4 great stereo speaker 5 reliable software experience lack original oneplus camera app instead oppo color os camera app 6 main camera sensor shoot great photo 7 video quality good ois 8 ultra fast charging experience con 1 ultrawide camera great compare main camera 2 face camera average,2
920,s sturdy responsive phone complaint quality performance recent news battery randomly burst cause concern company recall phone address issue,1
921,month feedback ispro phone aesthetic good rear camera goodcon camera performance patheticdure video camera image get stillwhile surf photo gallery website phone gets hang badly slow heat charge little heavy use couldn t feel effect 8 gb ram,1
922,honest phone overhype good thing superfast charge decent camera nice uiworst thing fingerprint scanner annoying t tell u irritate fail read thumb 5 10 time overweight 200 gm cover 225 gm cover camera pathetic video stabilization main camera poor real disappointment app face regular bug update theim resolve issue irritate,0
923,battery drain fast 2 day charge time enable battery optimization setting reduce refresh rate 60 khz look good backup battery drain cammer be environment good make image animate find issue 2 x 5 x zoom camera image feel give original clear image previous technology like pixel breke zoom well current animate ai effect oneplus look,2
924,good phone buy pro 1 main camera great 2 performance good 3 ui great 4 battery good charger great 5 ram management great 6 design great 7 display great con 1 90 hz diplay 120 hz 2 fingerprint scanner working bit slow little bit slow think okay 3 camera 32 mp work like 32 s work like 16 mp improve update m sure overall balanced phone ad bloatware want 4 5 5,2
925,phone nice battery life little low 1 single charge wil till 1 day ur gaming video camera pretty good like actually charge fast 30 min n ur phone wil b fully charge fast processor,2
926,look feel premium software clean camera quality good update long term review day,2
927,pro phone look premiumfast charging awesomesound quality goodphone pretty fast farcon happy indoor camera picspicture clear zoomno headphone jackno headset box,2
928,good buy compare previous plus 5 fully charge stay less timeawesome camera rest ok,1
929,month phone hang alot hardly app use daily basis charge feel model nord 2 heat look blast case model afraid use,0
930,pro 1 great camera 2 hastle free software bloatware 3 amazing display 4 good class performance dmi 1200 ai 5 high speed charge 6 heating issue 7 decent battery backup 8 premium finishcon 1 bug persistent proximity sensor function app 2 optimisation need smoothen experience extend battery life smooth experience bloatware outstanding display camera hd gaming android user crave deliver ease,2
931,get scared blast battery news plus didn t reply ui bug need solid update don t buy plus team officially statement blast return refund customer buy nord 2,1
932,interested buy suggest buy oppo f 19 pro 5 g camera appearance os internal interference buy 23 k,1
933,budget 30 k pretty satisfied phone heavy gamer daily use awesome good camera display charge speed good camera outstanding important thing oneplus oxygen os clean cool os complae camera interface s good actually new feature,2
934,dear amazon purchase oneplus nord 2 week mobile camera dust inside like manufacturing defect compare device kindly resolve issue,1
935,battery life stand 1 day moderate usagecharge 40 minscamera quality goodoverall performance good,1
936,average mobile phone like android phone recorder system bad recording person get notification 3 rd party application require record camera lense average photo gets enhance click clearly away save photo provide plastic case low quality phone gets hang download application recommend search phone price range,2
937,week like s camera nice camera require improvement work fine amazing charge speed 66 watt charger real killer amazing backup love worth single penny rounder price segment,2
938,behave like iron box instead mobile phone battery drain 5 hrs egg u easily burn omlet major city p have service center well check near service center choose product ok mobile heat like iron box mean,2
939,overall phone work exactly advertise battery big doubt battery gets fully charge 0 100 30 mint max drain quick gamer,1
940,performance reach expectation level,1
941,good smartphone 30 k price segment amazing performance despite new chipset dimensity 1200 give equivalent performance snapdragon 870 talk camera acquire s sony s lense aperture enhance picture give amazing colour touch vibrancy 90 hz refresh rate incredibly smooth easy use obvious user interface oneplus oxygeno clean ui s today s smartphone generation huge thumb oneplus launch amazing phone price segment,2
942,3 month think s time write review 1 take 1 hous fully charge meaning fast charge 2 camera quality s good update update camera quality poor u upload 3 battery derange fast 4 u value money plz reaserch decide buy,1
943,flagship grade processor mediatek dimensity 1200 handle throw ease great display 90 hz amole display produce truly vibrant colours impeccable camera sony imx 766 overall tuning hit park outdoor low light condition incredibly fast charge 65 watt warp charger super quick,2
944,don t purchase oneplus u purchase definitely u r money bes waste want good product amsung 52 s,1
945,hi guy hope ur family safe 2 nd phone oneplus brand 1 st oneplus nord phone ur budget 30 k need confuse brand phone budget blindly oneplus nord 2 performance phone impressive like fast charge nice camera stun look feature overall love oneplus brand,2
946,ll flipkart buy motorola edge instead mediocre phone plus settle ui buggy s expect oneplus device s oxygen os stand thing shift color os difference evidently s nice,1
947,fingerprint reader fast camera quality battery life good pro phone charge fast 0 100 well feature half price mobile reccomende,1
948,phone nice smooth find leg camera quality good previous nord shape body good look like oneplus 9 fingerprint scanner good respon quickly wise phone good buy,2
949,well phone company oneplus phone great design bezel display make well camera quality superb,2
950,battery suddenly drain hrs shut phone surprise slot memory card limit factor return window close request return happy product,1
951,bad phone quality comparison 6 t plus drastically reduce quality new model switch apple iphone 11 nord 2 s battery bad os bad amazon request accept chinese phone exchange plan buy iphone,0
952,ve oneplus 3 3 year ve upgrade reno 2 oneplus lover s come oneplus family 2 year frankly speak m disappointed performance phone hang s slow start happen day 1 m impressed wjth battery life charge speed m sad overall performance heating badly play game,0
953,purchase phone mainly camera quality sony 50 mega pixel camera ai option result good quality photo extra effort special skill option night low light photo capturing great photo improve s quality easy edit option try battery life good face heating problem battery charging super fast,2
954,write review oneplus nord pacman edition pro amazing battery life fast chargingsmoothest display ve see android phonedamn fast processing speedthe glow dark cheap stuff s actually damn goodcon not find tbh,1
955,battery phone extremely bad mediocre user battery drain fast last 2 2 5 hour screen mode get handset replace thinking particular handset faulty replacement set bad bad model oneplus,0
956,receive product notice battery drain fast day see thin line screen clearly show screen damage malfunction get connect customer care check phone declare defective peice return,1
957,bad phone service pathetic buy 9 day loudspeaker get complaint go near authorise service centre tell phone service centre keep brand new mobile service centre 20 day phone service centre reason spare available mistake buy plus mobile phone service bad,0
958,good hardware fast charge amazing poor screen quality poor os bad camera 2 month reduce star pathetic sound quality music lover hate music phone specially s speaker feel like china phone loud low quality audio,0
959,2 month use value money point want mention pro 1 good camera perform extremely low light condition 2 powerfull processor feel lag bgmi day day game 3 heating issue heating issue 4 oxygen os os pure oxygen os impressive 5 superfast charge 66 watt charger charge 100 30 min con 1 battery life charging fast battery life well 2 hdr stream supportoverall worthy purchase,2
960,buy phone thinking great purchase long time happy s hang lot time everyday don t know long phone second thought buy phone,2
961,big fan oneplus want order nord 2 see review receive product pretty disappointed phone start heat watsaap battery life pathetic battery drain quickly phone use don t know maybe receive defective product seriously disappoint comparethis phone redmi note 4 feel well,1
962,m normal user don t play game genuine review cons 1 selfie camera poor ll quality 20 k phone 2 record feature strange inform record 3 battery life upto markpro 1 rear camera awesome 2 charging fantastic 30 40 minute charge 3 fineshould buy yes buy win t disappoint p s buy phone 18 th august,2
963,19 th november request return network connectivity issue update expert visit 21 st november address issue visit 21 st november smartly window return close phone have issue sim connection whatsapp work fine normal clear,1
964,case phone explode recent regret buy phone m scared use phone,0
965,purchase plus nord 2 plus bud zphone good pricebut nord buds z costly amazon 2899 00 nord bud z sell plus red cable site 1499 00 loss 1300 00 sad don t purchase amazon site,0
966,4 star oneplus nord 2 5 g 1 star remain heating issue use oneplus nord 2 5 g 1 hour device heat 40 c play bgmi cpu battery temperature reach 43 46 c major issue see oneplus nord 2 5 g feacter awesome camera op oneplus provide good camera nord 2 well well good major problem heat hope oneplus solve problem quickly software update,2
967,phone great write review 3 day instal app s relief one pre instal main attraction camera picture video amazing performance ui soo smooth hardly lag battery drain fatser need day charge depend usage charging super fast 30 minute phone charge 24 94,2
968,receive phone today previously plus 6 2 year move nord series phone appealing look camera look decent far 9 r charging superfast undoubtedly recommend phone gaming 2018 19 oneplus use multiple case stop thing find miss phone headphone jack pay rs 30000 pay bluetooth earphone,0
969,camera quality day look shady display speaker battery awesome m give sampleyou skin colour camera gets fade wrong fornt lokks natural oneplus need improvement night camera capture fabulous picture t camera good picture day dusty expose dull disappoint s definitely software hope guy improve update,2
970,camera work properly amazon provide replacement technician visit problem resolve report submit technician customer care say report resolve customer suffer prefer buy amazon market buy phone customer risk job talk thier executive day suffer,0
971,phone good u disappoint feature like google dialer u able record notification party know u r record news come nord 2 explode s good know recording notification wud buy disappointed,2
972,m usually apple user switch oneplus need call chat lesss app user decide t t ok costly phone like iphone good deal smart human touch automatically dim light night mute audio ouput,2
973,delivery receive morning 1 st august 2 day moderate heavy usage thing love phone 1 0 100 30 35 minute 2 excellent battery performance 2 bgi game 15 battery drain 15 hrs backup complete usage 3 camera outdoor pic 4 5 5 indoor pic 4 54 stereo speaker amaze sound quality 5 oxygen os 5 56 heating heating issue find avoid phone charge 7 feature 5 5 zen mode love feature 8 overall experience 5 5,2
974,phone heating issue face plus 6 use camera phone heat sun thing happen don t use,1
975,good smartphone price range function good camera quality amazing battery good notic battery drain little bit fast stream scrollle 3 4 hrs continue realise important thing charge fast phone charge let 15 20 mit use hole day normal 90 hrt refresh rate good expect 120 hrt 5000 mh battery price range,2
976,pron describe user big con write feedback phone 20 day jio 4 g sim face network issue frequently daily incoming call getting fail change airplane mode start get miss alert fail call early sim plus 5 t 3 year face kind issue overall phone good face netowrk issue phone solve basic purpose afterall invest 35 k,1
977,issue 1 ae af lock feature function work default value lock desire set value issue 2 turn 50 mp camera camera sensor work 4 3 ratio 16 9 screen,1
978,leverage fast charge touch response quick smooth colour stunning camera quality noice cancellation work noisy area 2 year android update 3 year security patch updatedrawback bettery drainage screen little bit lag time little bit heavy weight service center staff attentive,1
979,see mixed review buy oneplus nord 2 5 g take decision purchase purchase phone amazing 2 day see issue phone camera super charge fast get day normal medium user take gray siera look awesome 1 st oneplus phone good decision,2
980,m phone month try set camera s camera good xiaomi s 15000 phone batter camera quality brand value u specification half price opinion brand like xiaomi oppo vivo,2
981,excellent price tag real compromise ve time handheld not sort lag issue relate performance good phone afford price tag,2
982,good phone segment lot feature high quality sound rear camera selfie camera excellent amole display awesome high colour battery last 2 day game fast charger 65 w fast face unlock fingerprint sensor worth penny 5 star rating,2
983,pro buttery smooth experience excellent rear camera fast battery charge 0 100 40 min dual 5 g portscon poor quality selfie camera display mark dual app support battery drain fast heavy load application use,1
984,time face issue plus gets charge fast get drain fast heating issue continuous update upload use camera app everytime gets heat feel like don t blast,1
985,oneplus nord 2 mobile warp charging superb 40 minute 100 charge charge quickly decrease inthe time 6 hover continue video watch camara good fingerprint sensor retrieve late processor performanceis good 3 5 mm give big minus phone andamazon service nice free flip case mobile gaurd good t properly adjust setup screen guard 6 gb ram mobile available suffer buy 8 gb ram mobile mobile fasti feel good,2
986,give review use week nice phone think buy phone go 30 k 36 k flagship phone premium feeling well experience plus nord 2 s handy smooth performance lag connectivity fast battery charge superb 10 min 50 100 selfie mode camera photo good rear camera photo nice s good phone 30 k range want join red club,2
987,app hang work super slow need restart phone everytime face issue restart phone twice thrice everyday basic app perform poorly wish refund phone,2
988,camera processor need optimization frequent update help near perfect picture capturer charge frequency disappoint ignore fast charger recommend phone d like use atleast year check competitor compare need spec offer personally new oneplus user definitely feel difference low end samsung mobile amazing update,2
989,happy purchase newly launch classy mobile overall impression outstanding camera battery backup light weight mobile,2
990,processor slow camera take time process image forward image 10 s take 10 second select option forward show whatsapp msg screen select hide notification happy product,1
991,honestly 1 user past 6 year recently upgrade new model love feature sound specially,1
992,thing good 1 mobile recive camera work 2 mobile battery getting drain fastly amazon sell refurbish mobile cost new want replacement soon okay piece available refund money purchase mi samsung hardly issue long use,2
993,guy nowday thinking oneplus alternative samsung samsung 4 year funskky buy nord 2 buy think geninure review m 1 s worth money 2 software issue app open properly installation 3 camera quality batter life poor 4 basic option available font lock screen option 3 rd day worth good advice s upto,2
994,day phone heat today call customer care say online check phone test e phone koi default hai return ho ga fraud company phone samsung phone year old phone koi heating problem nai hai phone app download karne ke baad heat ho gya camera quality low heat karta hai return kronahi court case file karta hu ik din understand plus,0
995,big fan oneplus want good user experience want ranting 1 user experience 4 52 screen quality 4 5 53 battery 4 54 charge speed 5 55 haptic feedback 4 56 camera 2 57 hand feel 4 5 58 value money 3 5 59 overall 3 5 note want camera centric phone phone approx good,2
996,camera work camera app automatically distroy blank black green screen show click photo check system update late version,1
997,great hand fill look premium butafter 2 day usage apply return camera crash time 3 4 min use open dual mode pano mode phone gets hang close camera open get close hit like hell plus bad experience want return phone regreate choose samsung,0
998,good hardwarefast charge awesomedecent camera light picture quality par decent ui close stock android camera app old plus,1
999,worth 30 k sure battery drain fast activity hardly use phone unnecessarily switch iphone good feature easy configure use expensive affair,2
1000,nord 2 come dimensity 1200 flagship processor gaming mobile good easily 60 fps bgmi daily task smooth 6 5 g band make future proof smartphone camera smartphone good low light performance camera good fully charge 66 watt fast charge 30 min haptic feedback design fingerprint sensor speaker 90 hz refresh rate good don t find problem phone phone rounder phone worth money,2
