,review
1679,"  Camera quality is very low. It's not the quality of 48mp as mentioned.Camera sound is low. You can't play sound loudly compared to other companies.
"
1680,"  Its better to take a mobile without camera instead of this mobile very poor quality camera , sound is also not good.  Waste of money ...
"
1681,"  Don't buy this phone. Camera quality is bad. It does not support 5ghz wifi. To heavy to handle.
"
1682,"  This smartphone  does the job in the most non-fussy manner.
"
1683,"  Poor battery, waste of money.  Camera quality very poor.  Not a good buy.  Notnuser friendly. You don't get an option to answer whatsup call you need to go to whatsup manually to answer the call.
"
1684,"  If You are Looking For A Phone That Has Very Long Battery 🔋 Life and Very Fast. Then This Is The Phone For You. If you own an headphones then Listening to Music Experience Will be awesome... Truly Magical
"
1685,"  Overall phone is good,  but it's fingerprints scanner is slow and camera  is not upto mark.Though  it's a value for money and did not dissappointed to much
"
1686,"  I purchased 3 months later finger print sensor not working
"
1687,"  Best alternative for chinese smartphonesCamera is goodGood battery lifeAmaizing UI and off course 4 years of guaranteed security updates for security
"
1688,"  Quality is good but we can not carry this phone in pocket. I do not like this mobile due to wait otherwise I like samsung.
"
1689,"  Not for gaming even with 6 gb ramVery heavySide finger print is not goodNo resale value
"
1690,"  Nice product by Samsung, fast and user-friendly.UI is smooth.
"
1691,"  Camera quality is too bad.. blurred lines appear on rhe screen and the videos
"
1692,"  It is a good phone at this price.The look is Handy and feels good when we use it. Perfect phone at this price..
"
1693,"  Dont go for this phone. Charging time is too high.Poor quality cameraWi fi connectivity is not upto standardSound quality also goodOverall is u believe in sumsung u ll end up miserably with worst ever phone
"
1694,"  Camera quality okBattery okFinger print okDisplay okBudget deal
"
1695,"  Charging speed could be faster. Average camera picture quality.Light user can see it for long term.
"
1696,"  My most favorite phone in this price range. Battery doesn't need charging for 2 days of regular gaming and videos. 90 fps refresh rate make the display experience amazing. I strongly recommend this phone.
"
1697,"  Overall Phone is good and in budget. Using it for a week now. Battery almost lasts for 2 days. Little bit heavy compared to other phones. Camera quantity is good.
"
1698,"  The battery performance  is exterm it is value for money product its has mid range processor we play games easy without  lag with mesoum setting the main highlight of the mobile its display which is 90hrz so smootg
"
1699,"  48 mp ,selfie and wide angle is normel but other camera is not work.Battery quality is average.not 6000 but near 5000 or above 5000.But the figerprient senser and face lock were too improved by samsung.
"
1700,"  This is good mobile on this price, I am happy
"
1701,"  Product is defective.. Amazon techinicians couldn't identify and product not replaced. Bad experience with this product
"
1702,"  It's good but weight is heavier then other mobile
"
1703,"  1.Very bed camera both2.slow motion  not available3.gyro not support for game4.sec folder nothing5.box in 12 w charger not available6.slow charge7.i return policy but not any ans
"
1704,"  in such a price a very effective priced phone
"
1705,"  Overall its a good phone in these price range.Camera is goodDisplay is goodBattery is also good .You can go ahead for it.
"
1706,"  Battery life is excellent, fingerprint works very well and cameras are also good.Overall Best in the budget segment if you are a Samsung lover.
"
1707,"  Nothing so good in this phone apart from battery, display could have better it is 90 hz refresh but colors on screen are not that good, they are not vibrant.
"
1708,"  Nice phone  8 mp front camera  result  is so good  i thought  that will ok ok perform but its so good results  it's battry  is perfect
"
1709,"  product OK in this costlittle bit hanging on softwaredisplay quality is goodcamera not badbattery is goodouter look is not satisfied be cos its plastic  back panal
"
1710,"  Nothing I disliked about the product according to price. The camera can be a little better and 48MP is not same as that of other phones which are more expensive and pretend to have same sensor.
"
1711,"  Very good product
"
1712,"  Horrible camera qualityGathya quality cameraD Great quality of camera & displayIn weight also heavyBuy for your children who age not more than 6 years
"
1713,"  It is Ok Ok type phone...but I will suggest you to buy other brands mobile phone...That are more reliable, trustworthy and fab phone in this price range or little bit above..
"
1714,"  Itne paise me itna hi milta hai,. Slow phone seems like 4 gb I have bought 6 gb
"
1715,"  It's a very average mobile with more weight n low camera
"
1716,"  Worst mobile1 The display quality is very worst2 The mobile feels too heavy3 performance is very low4 Camera quality is worstAll together very  very disappointing product from samsung
"
1717,"  Really love this phone. I have been using this since a week and found the best battery life I have used so far. The performance is superb and the screen is very impressive. Really it is the best phone I have used.
"
1718,"  Phone weight is heavy. The photo quality of this phone is average. Battery life is very good. The fingerprint reader is average. Phone voice quilty is below average, unable to hear the outgoing call ringing sound.
"
1719,"  No doubt, I liked it's fingerprint reader, it's battery life as well  as it's camera quality.
"
1720,"  Display, touch screen and camera quality is very bad
"
1721,"  Its average, camera quality is bat not as 48 mp, sensor also not satisfactory. Battery life is good working also good.
"
1722,"  Dual what's app not working so please do not buy till they rectify this issues. If you used mi/realme phone previously then never buy this phone, it's lagging in many features like opening ms files. Pdf and so on.
"
1723,"  Awesome battery, smooth screen, average+ performance, suitable for parents..Heavy, low light photos are standerd quality, face unlock pathetic, fingerprint sensor average.
"
1724,"  Non satisfactory product, finger print sensor is too low, camera not upto the mark,  not good for gaming purpose, too heavy.I initiate for replacement, but Amazon is busy in its 3rd Oct sale
"
1725,"  Phone build very well with fingerprint sensor, battery is quite good & Huge, Camera quality is doing Ok. With 90 Hz refresh rate phone is smooth with Android 11. Close your eyes & Buy it. No Regrets !!!
"
1726,"  Samsung gives a Brick like heavy phone. Samsung is only a brand nothing else no network catching power in all samsung phones. Chinese phones like oppo vivo realme redmi are much more better than samsung
"
1727,"  Best phone for Games and Camera , no lag and best phone battery
"
1728,"  Camara -7 out of 10.Screen -9 out of 10.Battery 10 out of 10.Touch -9 out of 10.
"
1729,"  Really lovely look and and good battery life and also a good camera quality. Good to buy at this price.
"
1730,"  The phone hangs. Battery takes 5 hours to charge. Have sent 2 reminders to Amazon for replacement. No response. Do not buy this product from Amazon.
"
1731,"  All are good but it does not accept 5G router speed and that is pity .
"
1732,"  Network and communication issues even after software updates, phone performance is pathetic, Battery discharging fast.  will lose your peace of mind, never buy this model !!
"
1733,"  Phone is gud with  compare to other realme or redmi  phones  with  same price range.  Camera, battery  life , all these are gud. Only demerit is it is little bit heavy (220 gm) due to its 6000mah battery  backup.
"
1734,"  I didn't see this type of mobile used different types of networks but not talking 4G and mobile processing very slow, Don't buy this mobile
"
1735,"  Bought this for my father, it has an amazing battery life, and am stunned to see the quality of the images which are too good. We have got good performance mobile at reasonable price
"
1736,"  It is a good phone, having 2 day battery life, good camera. Only concern is that it is  a little heavy compared to other Samsung phones. I have m31 and aswell.
"
1737,"  The phone heats up in less than 15 minutes
"
1738,"  Features and quality very good as expected
"
1739,"  I bought this mobile online from Amazon, last month. The mobile cell is poor it's not 6000mah. Also hang mobile in new. This mobile is not satisfactory for me . Camera is not so good. It's average below product.
"
1740,"  Very good product with long lasting battery. Value for money !
"
1741,"  Handset hangs a lot and 48mp camera is really bad feels like I'm using some 5mp cam. Totally product is not worth for money. Disappointed with the quality of Samsung.. I suggest don't buy this handset.
"
1742,"  Best in market! I'm satisfied with phone battery, performance, design. But photo clarity is not as expected
"
1743,"  Nonsence product heavy bad camera,no wifi 4g
"
1744,"  This phone does not support 5Ghz wifi & neither Samsung nor Amazon has mentioned this. Front camera is average. Felt regretted on the 1st day of buying this phone.
"
1745,"  Monster battery
"
1746,"  Phone is good but same Phone is at price 11220 however at Amazon it is @ 11499. Why?
"
1747,"  I have recently got the product. Its excellent. Value for money. Camera is okay. But everything else is pretty good. Go for it if you are looking for a budget phone. Can't get a better deal than this.
"
1748,"  Review after useing 3months, Battery 10/10,camera  6/10, Processor-3/10,  voice  quality is not good. Phone getting Hang when calling call receiving and surfing, look wise it's OK, overall Phone 5/10.
"
1749,"  It's performance doesn't worth money. Internet connection gets almost lost when we move out of the city (This was not the case with my previous phone).Front camera quality is one of the poorest.
"
1750,"  Basically what was expected from Android is fulfilled Let it be camera quality,touch features charging exhausts in 24 hours even though claimed as 6000mah battery rest is as per expectation.
"
1751,"  Facing issue with camera 📷Today only received product,The camera photos show as thermal images or as negative impressions of real image. For refrence please see images attached.
"
1752,"  Battery life is not satisfactory
"
1753,"  Better than redmi if you want to use the phone  more than a year. Battery life and screen build qualityis good . Camera performance is not up to the mark.
"
1754,"  I bought this item for my kids for online classes but it's sound quality an mice is vey bad, unable to get sounds.Worst products from samsung.
"
1755,"  One of the worst mobiles in market. The response is poor, goes into emergency mode. The screen goes blank, starts reloading as if restarting on its own.You will repent buying this. PATHETIC PRODUCT !!😤😡
"
1756,"  It's heating when putting in a charging ..and It's first day while using this phones its hanging too.. and less features..it's better to choose another brand ..fingerprint reader is not available...😔😬🤢🤢😡😡
"
1757,"  I  have a trust on Brand,  totally disappointed,  heavy weight,  poor camera quality not matched with given specifications, 8mp camera is more quality than this.  Samsung please don't avoid this type of mobiles
"
1758,"  Till now I am going on research work on this new mobile set; as such, I am now unableto remark.
"
1759,"  Mobile gets heated in upper side, Camera is Fine,Battery Good
"
1760,"  Very good battery,  camera and display. ValueFor money.
"
1761,"  Is a good phone, vis a vis the price tag.
"
1762,"  It’s been a 3 months now since am using it. And would say that the product is good value for money. It doesn’t has a proximity sensor tho.
"
1763,"  Phone is very bad and please dont go with this either go with redmi or relame in this price you will get better phone.No slow motion video features in it also dont have some basic features also.
"
1764,"  Love it. Quality product in this price range 👌.
"
1765,"  The phone weighs close to 0.25 Kgs, feels like carrying a brick in hand. The camera quality is good but doesn't seems to be 48 MP. Wifi reception is unstable in less then 20m. Not a happy purchase !!
"
1766,"  This phone battery charge is ver good but camera quality is very poor like a vga camera.screen shot option is not available on screen.side key and volume key u press then screen shot taken. not like this phone
"
1767,"  The phone is unable to make calls.
"
1768,"  Good one. Camera can be better to justify 48MP.
"
1769,"  Horrible! The phone doesn't support dual band in wifi. So we can connect only 2.4 and not 5. How ridiculous of the company to not be even honest about it
"
1770,"  In UPI transaction number dialing pad not open completely. Phone processor is very slow, phone hangs
"
1771,"  My uses is more than 2/3 outdoor sides on work that's why i bought this for 6000 mh battery I'm totally satisfied its give 3 day's battery backup on basic uses overall other camera and performance is also good
"
1772,"  Phone lag Or hang some times.. Also noise disturbance while calling
"
1773,"  I purchased samsung after long time but it is worth purchase
"
1774,"  It's an average phone with excellent battery and poor camera
"
1775,"  Touch pad problem, camera low quality, music sound not good,nothing is good in this phone, one thing is good only in this phone the great name of brand that is ""Samsung ""
"
1776,"  For the user who required to list music or radio don't prefer this item. Poor sound quality. Riging volume also pretty low.
"
1777,"  My first order Amazon Samsung m12 mera experience bahut bekar raha mera phone return be nahi keya ja rha muje es phone m battery problem and bezals par hitting problems a rahi hai
"
1778,"  Third Class Brand and Third class product. Shame on you Samsung. Shut shop.
"
1779,"  Feature rich phone in budget. A bit heavy but that's OK to me.
"
1780,"  Got this product at below 9k and its awesome at this price point...Camera is true 48 mp and good one.Processor is also very good ..  very much compatible with the One UI.. no such issues with this
"
1781,"  It's a very nice product,with nice grip.Just love the cam quality ..don't go with random reviews..one can blindly go with Samsung products.south Korean products are better than so called Chinese brands.
"
1782,"  Battery life is excellentCamera is just awesomeThe USB cable is good in lengthMobile performance is above averageEase of doing things on phoneGood buy.
"
1783,"  Phone gets hang everytime when making and receiving a call. No service from samsung care too.It's very pensive when your piggy bank money goes into water.
"
1784,"  Earlier when we take mobile ,head phone comes with mobile but nowadays it doesn't. So it should be added.
"
1785,"  only battery is good !camera doesn't have any features and quality is very poor! ( even no slow motion no time-lapse)display quality is very bad ! also cheap body material !
"
1786,"  Phone good for normal use like calling WhatsApp video streaming. This phone is not compitable for gaming's, processor are slow and camera quality is not good, 10x zoom is only for name not adequate
"
1787,"  Detailed user guide is required along with phone.
"
1788,"  Budget phone. Everything is avarage. It's too heavy. Cable length is small. Battery backup is very good.
"
1789,"  Not recommended so bad looking even not in good paraformens
"
1790,"  This is a already using productSamsung m12 received 5 th April but it's defective piece  I will return option  Amazon technician checked and defective piece cade closed exchange a phone not in till now
"
1791,"  One days After receiving the mobile  touch screen of mobile not work properly. Return windows is open but my mobile neither the received by Amazon/nor hand to hand replace and nor the refund create by amazon
"
1792,"  the product was as described and it is functioning well
"
1793,"  Very good product & within the budget.
"
1794,"  Not a original bill received inthe box
"
1795,"  Camera quality is not as good as expected, the whole package comes with out screen guard and back cover when Realme and oppo provide them for a purchase below 9000 rs. Not happy
"
1796,"  Good battery life and very easy to use
"
1797,"  Like very much and better than realme phone
"
1798,"  Osm phone in budget i just love to use, i brought this phone for my mom this osm phone keep growing samsung
"
1799,"  Good phone in budget. Working smoothly.
"
1800,"  Good mobile delivery was perfect . Charged 150/- for delivery but was fast , should charge 100/- only .
"
1801,"  Low budget but super phone from samsung. worth to buy it. happy to got it for my wife. thanks to amazon
"
1802,"  Don't buy. Worst product from samsung.ProsGood batteryConsWorst cameraNot smoothPerformance not goodToo bulky and cheap plastic look
"
1803,"  Camera is average, 2021 edition but nothing new attractive n enhancements
"
1804,"  It's not new phone fooled by giving used mobile not at all supporting battery and network.Wifi is not working and no proper network calls will be disconnecting many times it will get hang/struck
"
1805,"  I have brought this device for my mom, I took this mobine for cleaning today..unfortunately I have foind this device for camera glass has been broken..not fair deal from Samsung, never expected from @Amazon
"
1806,"  This type of bad display quality is not expected from samsung.
"
1807,"  I purchased this for two reasons - Battery life and Camera. This mobile has met these two expectations.
"
1808,"  Have been using this for over a week now. UI is awesome powered by Android 11, battery backup, picture quality and sound is amazing. This is the best phone in this price range.
"
1809,"  An all-in-one budget phone from Samsung.The display is upright and battery life lasts longer compared to other android phones in this segment. Definitely worth the money.
"
1810,"  Perfect to use always awosme to have Samsung mobiles..
"
1811,"  The touch response is not so good. However, overall the phone is average.
"
1812,"  I like this your company is best all the features I love it speciali it's camer amazing product
"
1813,"  Battery lasts for 3to4 days at normal use and camera is too good
"
1814,"  camera descentbattery goodfinger print responce good
"
1815,"  Very smooth and fast runing ... camera is good, calling voice Very clear, and no heating problem.
"
1816,"  Very good budget phone under less than 10k with superb features like good camera and sound quality. Battery life is superb. C TYPE charger, nice side finger print reader. Top of all brand value of Samsung.
"
1817,"  Updated phone with outdated features,Oppo & vivo are far better...,U will get app updates only if u open app...,Just tempted by seeing Samsung brand & battery capacity
"
1818,"  Good Mobile. Great Battery backup. Feels heavy. No issues so far.
"
1819,"  I got it for 8.6k... good for value and need improvement in display and processing power and mono speaker4gb 64gb varient... And type-c with 6000mah battery is good for this price
"
1820,"  Not so good.... Only battery life is decent...rest all things are below average
"
1821,"  Plz see cell phone body is in uneven shape and amazon didn't give service for return this type of worst product
"
1822,"  This product does not deserve the title of a 48-megapixel camera.It is similar to 16 megapixel.While battery too does not last more than 1 day after heavy use as per claim by samsung
"
1823,"  Mobile is good according to the price..... back camera is awesome, but front camera quality is not better. Battry backup accordingly 6000 mah is not working 😕.  Battry going fall withing 1 day.
"
1824,"  Camera qulaity its 2k and fingerprint readear also read in wet fingers,go for it must buy,i love the product ,soon i ll buy another one of samsung from Amazon as it is best in all shopping apps,
"
1825,"  it is hanging. I've used it for just one month. It hangs a lot even though there are no additional apps installed
"
1826,"  Camera quality is amazing, Battery is good, processor is also good but it is little bit overheating sometimes and seems over weight.Overall performance is 4 out of 5 (good) according to price.
"
1827,"  I bought for my son's online classes
"
1828,"  Guys after 3 days of my purchase when I am sitting  on the floor the mobile was fall down from my hand. Around one and half - 2feet gap. Display brokenWorst case. Think about the quality  also
"
1829,"  The battery is waste. Camera quality horrible not 48 mp woeth. And apllications load so slow.. ssuggest not to buy this phone.
"
1830,"  Very good product.Nice functions
"
1831,"  Good buy. But it is heavy compared to similar mobiles in that category. Camera clarity is ok.Finger printer is good. Batter life is also good for decent usage.
"
1832,"  Great phone within this price range , a back cover should have been provided .
"
1833,"  The product samsung m12 is worth for this price.the camera performance is best than me expected.battery backup is outstanding and everything is good and worth for this price.
"
1834,"  Okie nice performance till now great battery and display faster action only disappoint is late chargeing,  budget range phone and made in india phone ,  best phone to purchase keeping chinese aside .....
"
1835,"  Worst quality of camera speakers and mix it sucks like hell dislay Is LCD so it goes more worst dont buy its not worthy didn’t expect this from Samsung 😡😡
"
1836,"  Poor quality camera.Heating.Old samsung phone was better than this. Done a mistake by choosing samsung this time.
"
1837,"  Very slow ..poor touch feel and mob performance, camera very bad...no 48mp.No option... both sim ..netwk problem..don't buy...
"
1838,"  So far response from mobile phone is wel coming. Good features. Big screen. Bit heavier though.
"
1839,"  Excellent mobile instrument by Samsung with very advanced features. I am 100% satisfied.
"
1840,"  Good, but mobile is hot continuesly browsing. Full of radiation
"
1841,"  Poor  front and back camera. Come on Samsung where are you in this new era mobile technology. Badly disappointed
"
1842,"  in this range samsung camera is such a loser ...my 2nd last also have same problem j2 2018 ...
"
1843,"  Weight of this mobile is too high, expected light weight, Carrying is will be a problem im this particular product, if anybody looking for light weight dont buy it.
"
1844,"  Battery life is good and screen quality is best. Overall the product looks great.
"
1845,"  Is camera quality is ok. Fingerprint sensor is not like the much better. But the battery performance is good. Function is very complicated.
"
1846,"  The phone is okay for the price range , but if you buying this ohone for camera then xaomi phones have better camera . 48mp camera is just for name.A good phone but don’t except too much
"
1847,"  Merits :Camera, Battery, speed, overall product is greatDemerits :Lots of inbuilt trash apps, which we could not able to uninstall.No app lock feature by default.
"
1848,"  It is new version mobile and functioning well.
"
1849,"  It is a newly launched phone but still it is hanging often. The phone has 128gb capacity and is not full with a lot of apps at the moment but still during the day many times gets stuck and becomes slow.
"
1850,"  This is very nice 🙂 and the weigth ofPhone is very haveyAnd it is going smoothlyAnd I see price in marketThat was 15000And I buy with Amazon that was 11000Nice realy
"
1851,"  Awesome value for money phone.Good sturdy designGood cameraGood performance but not for gaming muchGood batteryGood UI
"
1852,"  Aftrr 8th days of phone purchase there is is automatic line mark on screen nad now it's beyond the return or replace policy at Amazon.So  ot reccomend to purchasr this phone on any cost.
"
1853,"  I have applied for replacement for my order but till now no response from Samsung team. I suggest go for another brand service is not that good as it's name suggest
"
1854,"  Very good battery backup,Camera decent in this price range.
"
1855,"  Touchpad is not working properly ...it's feels like product is old or used ....j am very disappointed ...I didn't expect that amazon delivered used product
"
1856,"  Not a good phone at all...Got it 4 days back...haveve network issue...I most of the time get missed calls alerts. Also most of the time no voice on call. Proximity sensor issues also
"
1857,"  Good phone in budget. Camera could have been better.but at this price .we cannot expect much
"
1858,"  At this price range phone is with monster specifications 👌Even phone is not hangable.Super product bought from Amazon.But waiting again for an offer for product like this.🤩
"
1859,"  While sitting my phone fell down from my pocket the height is just 1feet , that I bought the phone yesterday.
"
1860,"  Good features with Good battery backup & good camera. Overall a very good phone especially at this price.
"
1861,"  The camera quality is not as expected as it offers 48MP, but it is worth this budget.
"
1862,"  The all systems are working properly of this phone ..there is no hang problem, all features are so good and mobile shipped in good conditions but the delevery time is late yet thank u so much amazon....
"
1863,"  The product not at all good and waste of money no return policy also simply waste money. This Amazon help personal are useless to they talk what they feel not what customer want. Never order on amazon..
"
1864,"  Just amazing and nice to use...❤️😊
"
1865,"  Overall good mobile at this price.
"
1866,"  I dislike heavy weight of phone. Scrolling is not as smoth.  Charging is not  fast as it is written
"
1867,"  Battery is upto the mark, camera quality can be improved. Magnetic sensors & infra red sensors not available. Over-all  best phone for this budget
"
1868,"  The phone is amazing with a great camera and  battery life. Fingerprint sensor on power button is working great.  Back side looks like  iPhone. 👍
"
1869,"  It is so smooth to use and it's been a while since I bought the phone and it works perfectly fine. I would recommend this to others to who want to have a great battery life and camera at average price.
"
1870,"  Don't buy Product is damage and not working but amazon didn't replace itAlmost 20 times request to replacement but no one reply meMy phone didn't replace and now I'm using this damage phone
"
1871,"  It has superb battery life, but on the other hand it's camera quality is average. But at the price range of 10K-12K, it's worth buying it.
"
1872,"  Battery is very good. Camera is ok but night picture is not good, audio sound in earphone is slow and quality through earphone not good , optical sensor missing. overall performance is average
"
1873,"  This product  is totally defective. I will try many time to contact  customer support  but there is no response. I am dislike to Amazon service. I want to replace  this set.so please help me.
"
1874,"  The phone display is very bad and definitely doesn't look like a samsung phone. The worst series from Samsung.
"
1875,"  Battery drain within 3 to 4 hours after usage for videos. Also screen touch doesn't works at left upper corner
"
1876,"  From the very first day the screen touch is not working. I have initiated the return process
"
1877,"  Front camera is not upto mark, even the phone is too heavy and bulky, better to go with MI brand in this price range, disappointed
"
1878,"  After uses of 5 day's,Phone is good only slightly heavy and thickness is higher side.
"
1879,"  Bulky handset, Phone Hangs, Camera quality is substandard.
"
1880,"  Not worth buying.Nothing works properly. Too many problems.Doesn't supports wifi 5gWaste of money.
"
1881,"  Likes - Battery, latest OS, fingerprint sensor.Dislikes - Camera.Decent phone in this price range.
"
1882,"  I have already purchase this phone , its back and front camera is super and outstanding. And other function is also good..Value of money.i have suggest to other must purchase that phone in low budget.
"
1883,"  I have ordered this mobile and start using it but its not working as fast as other mobiles. Some features are not supported properly. I am not going to suggest this mobile to anyone further.
"
1884,"  Bought this phone for 8500 for my parents and it's worth for every penny
"
1885,"  Product is good but would have appreciated if wired headphones were a part of the box. Quite disappointing.
"
1886,"  Camera quality Is also good 4/5 . And fast recognising finger print and also good themes
"
1887,"  Everything fine for this phoneJust one improvement required front canera could be better as expexted in this priceRear camera is pretty good and dipslay is outstanding.
"
1888,"  Product is ok but post completion of return period phone started issues screen is blank and having dizzy screen looks like Reburshished product sold through platform by the seller. Can't believe that.
"
1889,"  Very unfortunate to say that it's worst phone in life. I bought this phone on October 10 2021 on Amazon.  not 48mxp.camra only one thing battery life max. ......plz before buy this plz check comments.
"
1890,"  Sound output is very low.dont buy this phone if you need loud output sound.
"
1891,"  It is the perfect mobile for my requirement.
"
1892,"  Selfie camera is good, little bit problem in touch... But in this price range of 9,499, it is a good phone...
"
1893,"  Amazing camera, battery is superb, go for it, it's a great phone in 10k
"
1894,"  Good phone...But...Proccecor Waste...
"
1895,"  It’s less than a month after purchasing and the phone screen is not turning on. Poor quality phone and we are stuck with this amidst COVID and can’t call anyone nor can we go out to repair the phone.
"
1896,"  This phone have very low battery backup and takes a lot of time for getting charged. Very bad camera quality.
"
1897,"  The mobile thickness is more as they posted images it's to thick like jio mobile it is not an sleak design and the camera clarity is much lower than  mentioned as 48m pxl
"
1898,"  All okei but there is problem while using the headphone. It's not working over there and it's so called defective peice.so need to go to tech supporter..very disappointed
"
1899,"  Overheating during multiple apps usage and even camera quality verybad .only one good thing is battery lasts longer duration..Overall not recommended for purchase..
"
1900,"  Very nice mobile, good battery life
"
1901,"  Value for moneyNo.1 quality product in this price range. Everything is ok in this mobile. I am happy about quality of this product after using for 10 days.
"
1902,"  Battery life is good. Other features look pretty normal. With Samsung there is lot of bloatware which we don't use.
"
1903,"  Front camera is not goodThe worst mobile
"
1904,"  Screen width is surprisingly very less that makes the experience very odd.Touch is not that sensitive and app management is little tricky.
"
1905,"  PROS: good battery - full marksconshefty, large, not so good camera/display
"
1906,"  Product is goodCan purchase.
"
1907,"  Good Product and Value for Money
"
1908,"  Good camera and battery in this mobile
"
1909,"  Over all mobile okk but camera quality not like that 48mp just 13mp camera and also movie backcoverd with plastics so poor fabrics quality any way mobile is good for middle agers and also less users
"
1910,"  WiFi and phone internet are not smoothly working on this phone...  battery life is very normal... not worth of money... fingerprint is also not working neatly...think twice before buying it...
"
1911,"  Galaxy M12 is a good product I have found. Camera quality is good for normal photography as par price. Fingerprint slot is in great position 👌 and fast action. Battery life is still good.
"
1912,"  Touch screen is not good at all compared to other phones in similar range. Battery  is good. Do not feel that it is  a product  for youngsters.
"
1913,"  In samsung mobiles configuration6GB Ram and 120GB Memory and 6000mah battery is reasonableCamera quality is someFingerprint readerr superBattery life will see how it would be
"
1914,"  Battery life is good and cell is quite smooth but camera quality is not up to the mark, also there are very less filter options provided in camera so you cannot experience photography to the fullest
"
1915,"  The description says that it has fast charging mechanism.. and the battery takes more than 5 hours to get the full charge.. yet, it will not last for 24 hours..
"
1916,"  You may buy it in budget phone section
"
1917,"  I like the phone at 11499 rupees price range, with great battery life. The camera is good not great. The display is awesome. In all good phone just a little compromise in camera.
"
1918,"  Samsung galaxy m12All good 👍
"
1919,"  Screen display is not upto the mark slow phone
"
1920,"  I liked this mobile .Its amazing for many uses.Its camera quality is good but can be improved.Its battery life is amazing .I prefer you all to buy this mobile if you wants .Thank you 😊
"
1921,"  It was an amazing  experience  using this phone. The camera quality  is too good which provide  us a facility  to click the pictures in a better way. The battery life is also too amazing.
"
1922,"  Performance is very very bad,camera is average and is not so much clear ,battery life is good but takes very much time In charging,screen is below average but 90 Hz refresh rate is good .
"
1923,"  Just box open phone switch on phone solo working and hanging samsung brand phone don't buy please try other brand phones
"
1924,"  lot of features in this price except the phone is more weight than the other products with same 6000 mAh battery.
"
1925,"  So so performance not like a samsung
"
1926,"  Unlike mentioned in the description, headset was not found is not in the box. Would it now be couriered seperately?
"
1927,"  Super awesome phone. Highly satisfied. I took this phone for camera and battery and I must say this phone has exceeded the expectations. Thank you Samsung for this lovely phone.
"
1928,"  This Samsung Galaxy M12 Mobile Sound and Display looks fine. Got the device delivered in 2 days.
"
1929,"  Excellent phone.very good battery
"
1930,"  Not up to mark compared to real me and redmi note 9
"
1931,"  Battery life too good. Camera is OK. Overall at this price  a great no Chinese option
"
1932,"  IT HAS BEEN ONLY ONE MONTH I HAVE PURCHASED, SO FAR NO ISSUES AND AM HAPPY WITH THE PERFORMANCE
"
1933,"  Touch and camera quality not good
"
1934,"  Hi friends. I work with zomato as delivery partner and I use it for long hours ie 12 to 14 hrs a day and even after a full days work with zomato app and maps my M 12's battery will be at 45 to 50%
"
1935,"  In this my order recieved my mobile but exchange mobile infinix s5pro i fogot to out my both sim  so please return my sim from my Mobile or give me no of courier boy so i contact to  him for sims.
"
1936,"  Fingerprint a bit slow, battery  life excellent  and cam cool. Galaxy M12 worth money. Thank you Amazon.
"
1937,"  Mobile design was good. First half day working condition was nice but later on started hang continuesly for everytime while using phone. Battery life is good. Screen smooth was not good.
"
1938,"  When we receive the product by on or before delivery date then a lot of time is saved....I received it one day early !! Great !! i appreciate it !! Thank you !!Product Great Too !!
"
1939,"  Overall good experience in this budget.Samsung budget mobiles has limited features in OS e.g  you cannot lock application via stock OS, need third party apps :-(
"
1940,"  lately found  ., tested  and found the issues while  using  calculator, touch not  sensitive  on lower left corners.not happy with this lightning  deal purchase.
"
1941,"  Purchased for my dad and all the purpose is solved. Phone is good, decent camera quality, good battery power etc. Very decent price too. Good for overall use.
"
1942,"  Nice package in this price range... However display quality lags which could have been overcome... using s-amoled display.... Rest the phone is a good package
"
1943,"  Performance is good but camera and screen quality is not up to expectations.
"
1944,"                    The media could not be loaded.
"
1945,"                
"
1946,"   Battery life:- SuperbCamera:- below averageDisplay:- averageOverall performance:- average performance no lack and clean UI over all a good phone at this price range.
"
1947,"  Decent speed decent look.great battery backup.avrage camera.finger print response is so good. Android 11 os very good.charging speed is good.no lag in gaming.good branded phone
"
1948,"  The product was vowed for its camera, they said it is true 48 MP but picture quality below average. Samsung need to improve in this, battery backup, 90hz refresh rate all good.
"
1949,"  Good quality and work fine. Camera is good
"
1950,"  Fantastic Phone with rich features in budget price.  Thanks to Samsung for bringing this product to reach mass customer segment with classic features
"
1951,"  Night mode in camera would have been better
"
1952,"  Phone is little but heavy,Front  camera is OK,back camera's are really cool, phone looks classy,web pages and Apps are opening in seconds 👌overall Samsung is best on best.Thank you Samsung and Amazon for speed Delivery.
"
1953,"  Awesome battery last all day!
"
1954,"                    The media could not be loaded.
"
1955,"                
"
1956,"   Above video shows camera quality in semi - dark room .....About processor - Haven't played BGMI yet,
"
1957,"  Camera good.
"
1958,"  Entery level smart phone. It's ok
"
1959,"  Nice product...as per specifications
"
1960,"  Nice phone in this budget, fingerprint sensor is fast and battery backup is excellent.. Suitable for day to day work..
"
1961,"  Remarkably Samsung has brought such budget phone with all basic fecilities.Samsung product are good but usually costly
"
1962,"  Average product, and camera quality
"
1963,"  Average Smartphone in sub 10K category.
"
1964,"  Very much dissppointed , Handset missing in the box . I have send this as gift. The person who received this ingormed me that the aaccessories are missing in the box.
"
1965,"  Everything is good in this phone. I would 101% recommended
"
