,review
1117,"  Its very bad.. Battery life very less. Camera is bad quality.. I suggest not to buy this phone.  It's waste of money spending on this phone.
"
1118,"  Best phone under 9k
"
1119,"  I am happy with the service of Amazon love you Amazon and this phone is so good there is no heating issue and other problem I am enjoying this phone
"
1120,"  Battery life good,finger print and face unlock is fine only camera is very bad like a old Chinese phone camera no picture clarity ..
"
1121,"  Good slim & stylish phone. Battery backup is very good.
"
1122,"  Go for realme narzo 30A or M11 in this same range. They are much better phones in all aspects.
"
1123,"  Good working... Very well work, screen of this handsent is set is very perfect in this range also for youth.. internal GF also good for gamer...
"
1124,"  Friends dont buy this phone.i lost 9000.but you dont .no Camara clarity.heavy weight.no screen clarity.look like 2010 smart phone.its completely china product not india.iam totaly dull
"
1125,"  Nice phone,battery life good,rear camera picture quality quite good.Good phone in the range of 8 to 9 thousand.I have baught 15 days before and no issue.
"
1126,"  Working well, value for money.
"
1127,"                    The media could not be loaded.
"
1128,"                
"
1129,"   My choice was Reminded Note 9 . I selected Redmi 9 by mistake. Voice is better than Redmi Note 7 . Battery is heated during charges mob. Camera is excellent. Battery backup is good. A
"
1130,"  It's a good phone, budget friendly but nly draw back is poor camera quality... Other than that it's fine
"
1131,"  Nothing spl but decent enough for normal use. Good buy for those who wish to keep a use able smartphone.
"
1132,"  Mobile phone automatically getting switched off and switch on making delay, when we got phone third day the problem was happening till now.
"
1133,"  Don't buy . Very bad product. No type c , super old processor, 3rd grade screen. In short super cheap chinese product
"
1134,"  Built quality is some how compromised from previous versions of redmi phone. Still its ok for the price range!
"
1135,"  Product bought us very nice n good quality...Thank Amazon n the seller to deliver the nice product
"
1136,"  This phone is very good only one think that i give it 4 srtar that it contains only one camera instead in his product photo they show that they contain 3 cameras otherwise it's a good product
"
1137,"  Bettry is good but face some serious problemsLow sound incoming callsFront camera not good like other mobile this Renge
"
1138,"  Camera quality is good but features are little less than Samsung m31, super handy, light weight, easy to carry, been using redmi phones since 2014 hence most of the features are same.
"
1139,"  Battery suparebCamra extentDesign amezingLook NiceAll proform superb
"
1140,"  This product is hanging , can't talk one minute continue, on time of talking voice not come properly. And screen is so slow, when dial no and open whatsapp. Sound comes like eco. This is in warranty period. Please take necessary action.
"
1141,"  Nice..big screen phone within good budget
"
1142,"  Very bad quality product. Phone getting disconnected continuously during call. This I experienced after few days of usage after 7 days replacement policy period, so could not able to change it.
"
1143,"  Good phoneGood batteryGood camera.All over good.
"
1144,"  Nice one in low budget..👍🏻
"
1145,"  Using the phone for last 1 month and it has been seamless experience. Specially battery life is good and signal receiving is satisfactory. Worth the money.
"
1146,"  The phone is very hanging, when it's hang the phone doesn't responds, after 30min it'll starts slowly
"
1147,"  Worst camera. Camera quality is simply waste.Display brightness also very worstOtherwise it's good.
"
1148,"  Mobile is too good but 😡 charger is worse when mobile charge till 5 to 10 min. Charger is too hot like  first time i see minimum 10min. It happen very hot like fire🔥🔥 pls replace the charger
"
1149,"  Worst phone guys, always gets hanged and just in one month touch is not working and they do not have proper service center and they deni to take phone under warranty
"
1150,"  Normal basic model ok but camera quality very low battery qualityb1 or 2 days
"
1151,"  Not at all worthfull.  Processor is very slow.  Camera is also not clear.  Not satisfied overall.
"
1152,"  Good job and happy new year’s
"
1153,"  Company cheated and earn money through the sale offer and giving second hand phone at the cost of new one. Very bad experience, think again before buying any Xiaomi products
"
1154,"  If want to use this phone base on camera then don't buy...Doc picture not clear at day light..13 MP Camera just to see but quality like less than 5 MP..Also speaker sound not clear..Others ok.
"
1155,"  Poor battery life first day of usage itself. I charged it 100 percent but in under 5 min drops to 98%.Lack of 5 ghz in wifi is a definite turn off.Of course bad display resolution.
"
1156,"  Dislike hang  mobile Very slow  net Very slow
"
1157,"  Absolute pathetic device and become dead in a week after purchasing and now service center is asking money to change mother board.
"
1158,"  Though it has 13mp camera it does not offer much clarity as compared to the other redmi phones. Apart from that everything is fine
"
1159,"  The product have appears more than one problem after four days use. Speaker quality is very bad and Mike problem is a bigger problem. Mike is not working properly while being called.
"
1160,"  Product is good... Good packaging and on time delivery.... But camera is not at all good... Don't buy just because it has triple cameras... Display n everything is really appreciable
"
1161,"  Mobile back cover is not in the box and offline price are low 8200 rs
"
1162,"  Value for money product. Heating issue while charging
"
1163,"  Amazing product
"
1164,"  The charging wire quality is not good. The wire started melting after 2 days if use and have to buy a new charger out if my pocket.Going 4.5 star for phone but 0 star for charger.
"
1165,"  Dont purchase this product. Replacement is onavailable if there is technical issue otherwise we can't change it , after check the product if you are not satisfied there is no option available
"
1166,"  Nice phone at this budget, no issues found so far especially no heating issue, working smoothly,Good battery lifeCamera quality up to the mark, good as expected
"
1167,"  There is so much problem with this phone. When we call to somebody after 1 miniute it's voice starts buffering and we don't understand what they are saying. I am feeling tired with this phone
"
1168,"  Camera quality is poorSound quality is also very poorI appreciate if you could replace this mobile and provide with a good quality.Thx and get back to me your thought.
"
1169,"  Overall phone is okay as per the Diwali deal, but the camera is pathetic; I don like it anymore.
"
1170,"  Very nice phone with a great battery backup and have fingerprint sensor
"
1171,"  Very slow n video quality is very poor
"
1172,"  The camera quality is bad but overall a good product and Im happy with it's performance
"
1173,"  Very bad, after 3 months, ic and ip damage... (Software problem)
"
1174,"  Mobile looks is nice all the features are good but should improve camera quality
"
1175,"  Good phone for small users
"
1176,"  No C Type chargerNo transparent back coverPoor camera qualityOnly battery performance r best....
"
1177,"  Worst phone to buy Redmi ,Phone got switch off after using mobile just 10 days and  motherboard problm. Didnt get replacement,waiting fr phone repair since last 10 days. Totally dissapponted
"
1178,"  The backpouch was missing in the package, charge cable has drastically reduced it's length. Better Mi should provide longer charger cable. Rest all good with this product.
"
1179,"  Best price for a simple use
"
1180,"  Worst product ever. Worst camera, worst sound and speaker, worst display, just worst. Never buy
"
1181,"  Battery backup is good. Screen size is good. But display is bad. While watching videos on YouTube it's horrible. And also speaker quality is bad
"
1182,"  You can go for it, If you are looking for budget phone
"
1183,"                    The media could not be loaded.
"
1184,"                
"
1185,"   Camera, battery, fingerprint,toSahi chala tha but phone kharab ho gaya band hai care centre mein service nahin ho raha hai uski Ham bhi nahin ho raha hai display ud gayi hai
"
1186,"  Very good in terms of quality
"
1187,"  ये मोबाइल बजट के हिसाब से सही है  पर यह बिना किसी बड़े एप्लीकेशन डाउनलोड किये ये हैंग होता है बैटरी लाइफ काफी कम है 5000MH सेलेकिन बजट में इससे अच्छा फ़ोन नही मिलेगा।
"
1188,"  इतनी कम कीमत में अच्छा मोबाइल है जिसमे में pubg game खेलता हु ओर hanging प्रॉब्लम नही है और कैमरा भी अच्छा ह सबसे अच्छी बात बैटरी पूरे 2 दिन चलती है चाहे फुल इंटरनेट चलाओ
"
1189,"  Brightness and sounds are the only issue, audio jack is a bit loose, and camera quality is terrible.Rest are gd for the price you paid, and the battery is bomb💥😘.
"
1190,"  Camera quality is below expectation nd avg....there will surely be better options in this range...ppl don't buy this one if the main reason for purchase is camera...plz!!
"
1191,"  The phone is good. Delivered in time. The battery life is good camera quality is also good but only 1 draw back only mi apps which is causing irritating
"
1192,"  Camera quality is very bad. I have not expected poor quality of camera.. I have used redmi 4 before redmi 9 but camera quality is good in redmi 4 than 9
"
1193,"  Camera quality is not that good, fingerprint scanner is excellent and quick, gaming processor with excellent battery 🔋 back-up makes value for money 💰
"
1194,"  Bakwas mobile please don't by this model 1) picture quality is not good2) when contact search mobile is hanging mode3) battery is not good4) I m not Happy with this device
"
1195,"  Processing of every function is very slow. When I am trying to search contact or trying to use any in built function... This mobile is very slow.... I am very disappointed with this product
"
1196,"  Writing this review after 4 months. This phone has touch issues. Touch stops working frequently. Don't go for it. Same problem detected by others who are using this phone
"
1197,"  Overall good performance
"
1198,"  didnt liked the overall finish and feel of the product
"
1199,"  Looks good,  camera is descent, perfect size and can be used using single hand only.Touch is smooth.
"
1200,"  The phone is very good a, battery life I use to play the game all day it takes 10 to 12hours to discharge, it's fingerprint reader is also good but it's camera quality is not good
"
1201,"  Please don't buy this mobile it is worst ever mobile I see low media sound not good camera and it's hanging in just 1 months of buy. Redmi Mobiles are good but this is very worst ever seene
"
1202,"  Best phone at this price
"
1203,"  Excellent phone under 9000 and not suitable for heavy user
"
1204,"  Good quality and product
"
1205,"  Good mobile worthy for rate and product
"
1206,"  Do not buy any MI phone now onwards. Very very very very very very very very Very very very very very very very very POOR POOR.
"
1207,"  Durable phone at this price range. Have bought 3 in the last one year (for office use) and has been working without any issues.
"
1208,"  Ok for this amount, picture quality poor and camera to poor
"
1209,"  Good mobile for that price. Ok
"
1210,"  Only negative is the camera, rest all good
"
1211,"  Very good nice performance
"
1212,"  This product is amazing, it is the best smartphone of India under 9,000 rupees, must buy, it has amazing camera. Good fingerprint reading, charges quick, and long battery life, must buy :)
"
1213,"  I like the product . Very good delivery . Thanks amazon .Camera quality is very good . Battery is superb .
"
1214,"  It's been only 4 months now since I bought this phone and the fingerprint sensor has stopped working. Moreover this phone hangs a lot. Really not happy with this product
"
1215,"  Purchased this phone for my dad. It's good to use. Has got all the necessary features. Don't feel bad about buying budget phone, they get the job done.
"
1216,"  Sound is very low . Camera is bad which I expected
"
1217,"  I purchase from my pocket money saving and i must say that i got full value of money product which gives me super performance#mi
"
1218,"  In Products are many problems many time range problem, sound problem, poor connectivity, communication on call disturbuns, auto lock problem, when use mobile many times lock screen automatically.
"
1219,"  I loved the color of the phone, the camera quality is also good but quality somewhat diminishes when you start zooming it.Battery backup is awesome. It functions smoothly as for now.
"
1220,"                    The media could not be loaded.
"
1221,"                
"
1222,"   I’m Not Satisfied With this Product.Very Bad Product. It’s restarting automatically,I was Already Replaced To this Product But Problem was Same In These Phones.
"
1223,"  Camera quality very bad, but all is well (exept) camera. Look is very good and battery Lasting very good.
"
1224,"  Whole world in your pocket. It has everything a modern civilised tech influenced human needs. Good Price.
"
1225,"  A/C to price better proformas
"
1226,"  GOOD 4G SMARTPHONE AT THIS PRICE
"
1227,"  Nice battery backup and good sound
"
1228,"  When I get the smartphone it's not working and not switching On it's frustrating and the delivery agent who replace the order which was very rude On me...very dissapointed
"
1229,"  Don't buy this product waste of money not working properly
"
1230,"  Very nice and beautiful.
"
1231,"  You should buy note 10 or redmi 9a.
"
1232,"  A good budget phone for 4gb/64gb configurationCompact design and promising productSteady and stable mobileLooks like premium phone
"
1233,"  Everything is good except the quality of camera. It does not feel like 13MP camera after taking the pictures. Very much blur images.
"
1234,"  This is very bad phone Sound not coming properly while I walk over the call 1 replace phone with new one but new phone also has same problemThanksSanjeev Kumar
"
1235,"  फोन कॉल के दौरान सेंसर काम नहीं करता जिससे बहुत सारे फोन के फंक्शन चालू हो जाते हैं फिंगरप्रिंट भी सही से काम नहीं करता फोन का वजन भी बहुत ज्यादा है बैटरी बैकअप भी ठीक-ठाक ही है
"
1236,"  Amazing phone in a great price
"
1237,"  Working stop. No quality product
"
1238,"  Camera quality  is equivalent to as of VGA camera. This is a cheating to the buyers by mounting 4 cams showing a big deal is with it.
"
1239,"  The features are good, everything I liked but camera quality is good. Sound quality is good as well as loud also. Over all i like the product
"
1240,"  The mobile works well.
"
1241,"  This phone is not functioning & hanging in last few days. Many times I complaint but anybody till not come to attend. I get the phone in 08.12.2021. Is this your service quality
"
1242,"  Camera quality poor.... Sound poor.... Looks average.... Hanging
"
1243,"  Quality is good but price in Amazon is high approximate Rs.900/-
"
1244,"  The mobile is very bad in condition. It works fine only for a few days. Right from the second month, it starts to hang. The performance and battery life are the worst.
"
1245,"  Battary life is too good  it's running more than two day's so it's very useful I like it'sCamara video Quality Very classThis is the best one of my another mobile
"
1246,"  this phone is very cool this amount and used is very good
"
1247,"  Budget phone with good configuration.
"
1248,"  Battery life is Excellent
"
1249,"  Battery seems to be old, battery cannot back up even for 3 hrs. I think something wrong handling happening in the delivery process. I want to file a complaint in consumer court
"
1250,"  Good except processor
"
1251,"  I am not satisfied with this product .Price is high and phone gat handed .Very poor quality
"
1252,"  Volume not good ,phone hangs,brightness is low,camera quality is also worst whole mobile phone is worst ,don't have return option being new its work like used/old one
"
1253,"  Camera quality pics are ok, phone is smooth functioning. Battery is good !! Overall satisfied. Camera didn’t do well, pics aren’t that great ! I would give 4/5 ratings
"
1254,"  Camera quality is very bad.I'm not like this mobiles camera and mobile phone.Average phone.
"
1255,"  Love it's design and features and battery power is long lasting
"
1256,"  SHE IS TOO HAPPY TO USE THIS PHONE AND BATTERY LIGE IS TO GOOD.
"
1257,"  In the month of Oct 20 I ordered and received this phone but from last one week it's not working properlyI wanted to replace this phone as touch facility of this piece is not good
"
1258,"  This is the better product when I ordered I was worry thinkin how could it come but when it came it was a amazing😍 but camera quality is which I didn't lyk much rest of the much is nyc
"
1259,"  Exellent Product
"
1260,"  It started to hang in purchasing of six monthsI want to return it butThe returning window is closedI don't know what to doWorst phone of Xiaomi ever!!!
"
1261,"  Awesome products
"
1262,"  Nice that's price ohk
"
1263,"  Product is not workingApps auto stopWhen we see any app after some time they automatically stopbattery not charge fastbattery take more than 3hour to fully charge
"
1264,"  Low cost Apple product experience
"
1265,"  After 27 Days using display Problem. Build Quality is to poor.Can't set ring tone for 2 Sim cards.Heavy Weight.Camera Quality is to poor.Phone hanging.
"
1266,"  # GOOD QUALITY MOBILE FOR ROUGH USE# LONG LIFE BATTERY# MODERATE CAMERA QUALITY# LIGHT WEIGHT# MY RATING IS 4.3/5.0
"
1267,"  Phone is dead within 1month after purchase. Very bad quality products. Not expected this from MI. And very poor support from Service center
"
1268,"  Everything about it is good. Loved it
"
1269,"                    The media could not be loaded.
"
1270,"                
"
1271,"   Battery charging is very slow I’m checking this up to 2 hours it’s only change 50% only screen low quality photos not good selfie camera ok
"
1272,"  No wow factor, just a ok product.Battery drain issue persent
"
1273,"  Value for money as it is purchased with offer (less than 8500)
"
1274,"  Ferfomance good, looks good,but camera is very bad,,,, still in this price i can't complain 👍👍
"
1275,"  Happy with the product
"
1276,"                    The media could not be loaded.
"
1277,"                
"
1278,"   Before 3 month back we are parchased this phone so me this phone is not working properly so I want to replace the phone or reare the phone.
"
1279,"  Good for online classes,
"
1280,"  Performance is not good there are more frame drops and touch is not sensitive. Battery life is average
"
1281,"  Phone camera quality is not good and phone is hang problem
"
1282,"  best budget phone in its kind. If you have parents that only use whatsapp and youtube then this is the best device to buy for them.
"
1283,"  I am having all these issues in my new phone1)Camera quality is very dull2)i cant install apps from google chrome or file manager3)Having overheat problems and battery drain problem while gaming
"
1284,"  Good phone in less budget...☺️☺️
"
1285,"                    The media could not be loaded.
"
1286,"                
"
1287,"   There is a dot on the display as soon as we opened the phone. Not sure why the display is bad
"
1288,"  Phone looks good, functions well too.But what discouraged me most is the quality of the camera.  It's not up to the mark.Else the phone is good
"
1289,"  Very nice I am very happy
"
1290,"  Liked the product and quite satisfied after 1 months use..nice for normal day to day usage if your budget is less than 9k.
"
1291,"  Excellent camera quality And nice battery backup. Worth for money
"
1292,"  Not good product and Amazon sarvice request register And tecnician not vizit and request close with out solution my request verry bast sarvice with Amazon plz reply
"
1293,"  satisfied coustomer
"
1294,"  Iss rate me ye acha hai
"
1295,"  Value for money at this specs
"
1296,"  Worth the money. Go for it.
"
1297,"  Excellent product with good futures.Good for online class or wednor
"
1298,"  I liked the product and it's really awesome
"
1299,"  Recieved faulty phone after retur period the phone got dead. After that mi not given replcament. Within 10 days the phone comes to repair. Hardly used 10 hrs. Totally waste of money.
"
1300,"  Phone was not good & when i request for return from 23 oct started pickiup and still in process they give me date date & date wrost experience i had from amazon not expected
"
1301,"  Camera quality kharab
"
1302,"  From the purchased date, Network Signal was missing always..Couldn't hear voice while attempt anyone's call..Bad or defective item was sold during the festival season..(offers)
"
1303,"  First I have doubt on G35 speed but for normal daily usage it’s performing better than expectedOtherwise all features is good
"
1304,"  Mi remote not available in this model redmi 9 mobile
"
1305,"  I like it and storage,but please don't buy if you are looking for a camera set... It's very poor in camera photo quality📸 , phone is good nice but disappointed with camera
"
1306,"  Fingerprint reader is okaaish.. but battery and camera is disaster.. camera atleast they already told its not hq but battery is i think 3000mAh it does not last even 18 hr.
"
1307,"  Phone is little bit bulky and heavy.. But performance wise it has done good job since 1 month.Camera is decent even in low light.
"
1308,"  Battery life is ok
"
1309,"  Good product in its range.
"
1310,"  Super mobile phone
"
1311,"  A mobile with good ram, good storage and at an affordable price.
"
1312,"  Redmi never disappoints you... Great mobile at this cost.Just buy it...
"
1313,"  Best smartphone in this price range. All the features is available in this smartphone.But not recommended for Heavy Gamer.
"
1314,"  This phone has amazing large 5000 Mah capacity battery .it gives 2 days battery life and also has powerful prosesor#redmi9
"
1315,"  Phone is good for normal use.. Not suitable for high end gaming and camera is normal in day light but not good for night or in dull lights,  and sometimes it get hanged  rare chance
"
1316,"  उत्पाद सही नहीं है मैं इससे बिल्कुल ना खुश हूं क्योंकि जब स्पीकर ऑन करते हैं तो लाउडस्पीकर पर आवाज जन-जन आती है मैं इस प्रोडक्ट को किसी को लेने की सलाह नहीं दूंगा
"
1317,"  Worst Mobile from Redmi cheap quality camera.Bought this mobile price at10k .Please don't buy this mobile,we will get good mobile with this price in other brands.
"
1318,"  It's a good phone under your budget.. No regrets of buying this phone...
"
1319,"  Very slow phone, looking like used oneNot up to the mark, waste of moneyPoor camera quality for both front & backDon't waste your money, go for different.
"
1320,"  Nothing specific to call out which stands out uniquely in this phone. Have been using it for 3 months and pretty satisfied with its performance.
"
1321,"  Worst, Waste of money, product is very cheap as camera is very poor, screen is very bad, don't buy it  , no return and replacement optionas well
"
1322,"  Specifications beyond expectations in this price rangeScreen average.Camera below averageUi excellentReponse time excellent
"
1323,"  Nice As Per Price
"
1324,"  कैमरा अच्छा नहीं है।फ़ोन भी बहुत ज्यादा hang होता है।इतना ज्यादा पैसा और quality बहुत खराब है।
"
1325,"  I received a phone looks brand new but no signals 😝
"
1326,"  If you buy for good battery backup it will be wrong decision for this phone.
"
1327,"  Camera only 13+2MPSelfi 5MPNot happy with cameraNot having C-type charger, not supporting fast changing
"
1328,"  Awesome phone with a great display and camera.this product is awesome.camera is 2/5 battery 4/5perfomance 5/5design 5/5Good product.@Amazon.
"
1329,"  Phone seems to be good in other aspects but camera quality is bad. So better not choose this phone if you are a person who might use phone camera often.
"
1330,"  WORST PHONE.. CAMERA IS WORST.. AMAZON IS NOT ACCEPTING RETURN.. FEELING CHEATED.. THIS MONTH I GOT CHEATED TWICE FROM AMAZON PLATFORM.. AND THEY ARE NOT HELPING
"
1331,"  Not audible.. low sound.. difficult to hear what other people is say.. also while using loudspeaker the volume is too low..
"
1332,"  Very poor quality as well as performance, really my xolo era 4G is better.Really disgusting to see everything including usb cable is made in China
"
1333,"  Worst phone it's hanging a lot it's not even a year buying this phone. Better to go with motorola or any other good smartphone instead of this. So do research before buying Redmi 9
"
1334,"  Very bad camera not suggesting baught any realme phone in this budget atleast camera is good
"
1335,"  Good phone in this price
"
1336,"                    The media could not be loaded.
"
1337,"                
"
1338,"   waste phone
"
1339,"  Fingerprint superb battery life poorcamera average
"
1340,"  Best quality mobile
"
1341,"  Amazing use with the latest product 😊 with limited budget
"
1342,"                    The media could not be loaded.
"
1343,"                
"
1344,"   Only one thing you need to fix..and that is using camera in sunlight brightness adjustment..it will not clear as other phones.
"
1345,"  Bad battery Proformonce 100% to 0 % within half an hour automatically battery drain please replace my phone i am not satisfied this product please help me to replace another phone
"
1346,"  The phoen looks great and design is good and the sporty orange is attractive .The main backdrop in the phone is camera . The camera clarity is very worst and battery life is good.
"
1347,"  There is a sound problem in my phone. I can here properly but other person who talking with me they can't here my voice proper n clear, infact they here their own voice reflection
"
1348,"  Nice mobile
"
1349,"  No suitable big screen. Using and typing problem in one hand.No suitable big screen. Using and typing problem in one hand.
"
1350,"  Product quality is not upto mark. It has low volume plus screen tough is not of good quality. Overall phone is not at 9k rate.
"
1351,"  Price of the product should be less.
"
1352,"  Batteries issue.....
"
1353,"  It's is nice phone under this price, the camera is good, fingerprint is good but the battery life is A bit shorter then expected 5000mAh if you wannna play a game it's not for you
"
1354,"  Got this type of screen within 10 days of use
"
1355,"  Good performance
"
1356,"  I think if the wifi was 5g it would have been icing on the cake my old phone lenovo K5 note had this option but not this phone
"
1357,"  No back cover and headphones was provided with the mobile. A matching cover would increase the positive effect of mobile on a customer by 25%.
"
1358,"  Watch out before buying this phone, they don't have return policy in this product
"
1359,"  Don't buy,camera not quality
"
1360,"  Phone features are bad as compared to new smartphone in the market.. so couldn't buy this phone.. the camera quality is very bad and the charging pin is also old type...
"
1361,"  Its a nice product . Mi give us a package of good handset in a good budgetredmi 9 has a good batery backup and also a good storage capacity.#Mi,#Redmi9,#Redmi9_iz_lub
"
1362,"  Value for money
"
1363,"  Awesome product
"
1364,"  Value for money phone
"
1365,"  Battery is awesome
"
1366,"  Redme at its best. Good deal from Amazon. Exchange was also done smmothly.
"
1367,"  Good one with budget phone..Nice to gift for our parents
"
1368,"  Excellent phone in this price range
"
1369,"  good mobile budget phone nice using
"
1370,"  Value for money
"
1371,"  nice mobile in this range
"
1372,"  Camera is very bad cleraty and speakar is very bad voice call not hear properly,please don't buy this phone because that's model unsuccessful
"
1373,"  Overall good mobile phone..
"
1374,"  Display stopped working after 2 weeks of purchase.  It says 1 year warranty but no option to return or exchange the product on website! If anyone could help that would be great.
"
1375,"  My Redme 9 is not working it's automatically switched on / off . And Camera pixell is short I want to replace it on my same adress and purchase other model pls pick up my Mobile
"
1376,"  After use this phone 9 month my experience is very good. Battery life also good overall all function working properly after use 9 month best phone ever I used no hanging problem
"
1377,"  good product  battry camera all very good
"
1378,"  worst one hanging and  very worst to handle. Automatically pops up apps keyboards and calls. Dont know how to repair / rectify this issue. Gives me an anger to broke this mobile
"
1379,"  Very good phone within budget.
"
1380,"  Strongly recommend
"
1381,"  Phone screen is freezing often, it fixes only when we lock and unlock the phone. It's happening so often which is really irritating. So far no software update to fix this issue.
"
1382,"  इसमें बात करते करते आवाज बदं हो जाती हैं लगा कि नेटवर्क  प्रॉब्लम है अब लगता है की पीस में कुछ प्रॉब्लम है बात करते-करते बंद हो जाता है स्विच ऑफ करने के बाद स्विच ऑन करते हैं तब आवाज आती है इसका का कुछ हो सकता है
"
1383,"  Good value for money
"
1384,"  Memory and camera is not good…but value for money
"
1385,"  quick performance but camera quality is not good.
"
1386,"  This phone doesn’t connect to 5G wifi network hence not recommend to buy.
"
1387,"  Value for money
"
1388,"  worth for money
"
1389,"  This phone is worst plz don't buy this product. Camera quality no good.  Very slow in process 👎🏼👎🏼👎🏼 n their is no exchange option. Only n only replacement option 👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼
"
1390,"  Charger not working like fast charger. This phone have a fast charging option but charger not working fast charging.
"
1391,"  Phone hanging , auto switch off, nphone make hard noise ,battery failure , hanging on every second after few minutes
"
1392,"  Camera is pathetic. Also HD display is not good. Tried VoLTE video call but without any success. Sound quality is not bad. I don't  recommend anyone to buy this phone.
"
1393,"  working fine!!
"
1394,"  Valuable which I purchase
"
1395,"  I have been using this device for more than 10 days. It doesn't hang. Battery is giving amazing performance. My device was with no defect. I have no complaint about the device.
"
1396,"  Worst phone ever I have seenCamera quality is just horrible it's very blurAnd it's lagging while do anythingPlease don't buy it unless your money become waste
"
1397,"  Handy to use ,packaging was great . These qualities ram and rom in such a range is difficult  to find . I bought it with a bank offer . So it costs me less. Happy with this buy
"
1398,"  Mi hosur service centre very worst.. Any prblm not claim, but warrenty also available. So, pls, don't get mi mobile because. Any prblm., not accept, after change display 3000rs
"
1399,"  Phone is not working for last 3 days . Trying to contact with redmi coustomer care . But there is no answerKindly do the needful or replace the mobile as soon as possible
"
1400,"  Good at this priceBattery goodLook goodPerformance goodCamera bad
"
1401,"  Quality mobile
"
1402,"  Slow processor
"
1403,"  Like the colour orange , dislike the battery charging time and camera quality
"
1404,"                    The media could not be loaded.
"
1405,"                
"
1406,"                    The media could not be loaded.
"
1407,"                
"
1408,"   Phone quality is good. It doesn't carry earphones.
"
1409,"  Nice and good smartphone for students it has nice camera with best processor , good quality fingerprint scanner and has a large screen with a notch battery life is very good .
"
1410,"  Charging is very slow , fingerprint and battery backup are fine camera quality is also good .No big issue found in handset for 15 days .Phone become little hot while charging.
"
1411,"  Front camera is good quality but back camera is very bad.Good battery life, good audio, low wight phone, nice colour and etc..... But back camera performance is very bad
"
1412,"  I have bought this 4th pc and given to my labours. This is very good one gor basic
"
1413,"  best mobile phone in this range 4+64 in 9000 in these days best deal
"
1414,"  Fingerprint reader scans smoothly by only one touch. Bettety storage sufficient and long life. Camera quality so good as per price of this product.
"
1415,"  Fingerprint reader is not working properly.. Very bad phone with low camera quality 😞
"
1416,"  Phone is having heating issue after one month of use only.
"
1417,"                    The media could not be loaded.
"
1418,"                
"
1419,"   Unable to make video calls on whatsapp I want refund of this product is it possible unable to update app from play store
"
1420,"  Good affordable smartphone
"
1421,"  Good product.
"
1422,"  Just go for it
"
1423,"  Amazing product
"
1424,"  No Magnetic Compass Sensors & Gyroscope. Not much great phone.
"
1425,"  Very very bad product.
"
1426,"  Good quality
"
1427,"  Good product
"
1428,"  Picture quality is not good front camera is not good
"
1429,"  Get hanged all the time..very slow... Camera not upto the mark
"
1430,"  Good product
"
1431,"  Redmi 9 mobile phone is too good. Worth of money. Too much better for samsung m21. Camera quality is super. The battery life standby 2days. Love it. Thanks for amazing offer.
"
1432,"  totally good at this price.
"
1433,"  Awesome mobile... Good performance... Worth every penny....
"
1434,"  Great mobile
"
1435,"  good product
"
1436,"  Best in price segment of redmi phones, but it's camera quality was average, finger print sensor also week, you can you these for parent's, not recommending for youth
"
1437,"  Good product
"
1438,"  Nice to have
"
1439,"  Good but box me charger change h dono bardarista electronics ne dobara dhokha de Kar apna product becha h so us pr karhwahi ki Jaye nhi to Amazon ki imez khrab hogi
"
1440,"  Its a good product within the price.. battery  good... front camera is average back camera superb...However, Its very useful to me...
"
1441,"  Network and Bluetooth connectivity issues, needs switch to flight mode then data works. Bluetooth connects but only for media not audible while calling. Very poor quality camera
"
1442,"  Replacement policy is not all reasonable,I am not justified about myself while purchased this redmi 9 mobile.This is my bad experience in purchased of redmi9 mobile
"
1443,"  Don't buy this is mobile very bad quality, screenshot quality Blur very bad, money West, no return policy, bad very bad company, I am sad, no money back not return,
"
1444,"  Everything perfect. Very happy with the product and delivery.  Not a very good camera phone.  All others are great
"
1445,"  थोड़ा पैसा ऑल डालकर किसी और मॉडल को छूने अन्यथा पछताना पड़ेगा
"
1446,"  My father is using it and it seems to be good for him. Not recommended for frequent phone users. Camera is also average but thats what we can expect for this price.
"
1447,"  best phone at this price
"
1448,"  Very good👍
"
1449,"  Performance of the product is good but its front camera feels like 1MP
"
1450,"  The camera Quality is too bad, redmi 7 has better camera than redmi 9.
"
1451,"  For the price, its a great deal. its easy to use and has great battery life
"
1452,"  good product
"
1453,"  This is a good buy in the price range for normal household uses. Camera quality is ok. Battery backup is good and other services like fingerprint, display, sound works fine.
"
1454,"  I like redmi. But this mobile is not good. . I bought it in October 2020. But battery is very worst condition. .. Not able to use my mobile for12 hours...
"
1455,"  Pathetic camera qualityDisplay is very poor quality,Processor is very slow
"
1456,"  Camera quality not acceptable
"
1457,"  Redmi 9 comes with Octa‑core Helio G35 processor and upto 2.3GHz clock speed. It also comes with 13+2MP Dual AI Rear camera along with 5 MP front
"
1458,"  Battery Backup is very Good.Need Little improvement in CameraOverall Good Mobile
"
1459,"  Dislike camera quality poor performance. & video quality is very poor. All site download video & watch online in hd quality but video picture quality is very poor.
"
1460,"  Worst product.Its been only one month I've purchased, it is giving interrupted sounds in between all of a sudden (The sound we get when we keep for charging)
"
1461,"  Satisfied with Product . Value for Money
"
1462,"  Good product
"
1463,"  Useless products as Ram4 gb working worse very slow, first 7 days worked fast after that automatically...I suggest to guys pls don't buy this mobile
"
